subject_base,subject,sperson,subject_translation,tense_translation,tense_base,tense,object,operson,object_translation,object_base,verb_translation,verb_type,control,verb,verb_base,person,text,text_breakdown,text_label
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1pl,1,us,OL¸W̱,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆETOL¸W̱ LE¸ SW̱ HÁLE,W̱EĆET_OL¸W̱ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1pl,1,us,OL¸W̱,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMETOL¸W̱ LE¸ SW̱ HÁLE,ŚÁMET_OL¸W̱ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1pl,1,us,OL¸W̱,look at it,transitive,contr,QENET,QENET,,QENETOL¸W̱ LE¸ SW̱ HÁLE,QENET_OL¸W̱ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1pl,1,us,OL¸W̱,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾETOL¸W̱ LE¸ SW̱ HÁLE,ȽIȾET_OL¸W̱ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1pl,1,us,OL¸W̱,bite it,transitive,contr,KIQET,KIQET,,KIQETOL¸W̱ LE¸ SW̱ HÁLE,KIQET_OL¸W̱ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1pl,1,us,OL¸W̱,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈETOL¸W̱ LE¸ SW̱ HÁLE,ȻENÁṈET_OL¸W̱ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1sg,1,Me,S,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆES LE¸ SW̱ HÁLE,W̱EĆE_S _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1sg,1,Me,S,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMES LE¸ SW̱ HÁLE,ŚÁME_S _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1sg,1,Me,S,look at it,transitive,contr,QENET,QENET,,QENES LE¸ SW̱ HÁLE,QENE_S _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1sg,1,Me,S,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾES LE¸ SW̱ HÁLE,ȽIȾE_S _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1sg,1,Me,S,bite it,transitive,contr,KIQET,KIQET,,KIQES LE¸ SW̱ HÁLE,KIQE_S _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,past,LE¸,past,1sg,1,Me,S,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈES LE¸ SW̱ HÁLE,ȻENÁṈE_S _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1pl,1,us,OL¸W̱,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆETOL¸W̱ LE¸ SW̱,W̱EĆET_OL¸W̱ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1pl,1,us,OL¸W̱,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMETOL¸W̱ LE¸ SW̱,ŚÁMET_OL¸W̱ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1pl,1,us,OL¸W̱,look at it,transitive,contr,QENET,QENET,,QENETOL¸W̱ LE¸ SW̱,QENET_OL¸W̱ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1pl,1,us,OL¸W̱,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾETOL¸W̱ LE¸ SW̱,ȽIȾET_OL¸W̱ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1pl,1,us,OL¸W̱,bite it,transitive,contr,KIQET,KIQET,,KIQETOL¸W̱ LE¸ SW̱,KIQET_OL¸W̱ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1pl,1,us,OL¸W̱,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈETOL¸W̱ LE¸ SW̱,ȻENÁṈET_OL¸W̱ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1sg,1,Me,S,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆES LE¸ SW̱,W̱EĆE_S _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1sg,1,Me,S,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMES LE¸ SW̱,ŚÁME_S _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1sg,1,Me,S,look at it,transitive,contr,QENET,QENET,,QENES LE¸ SW̱,QENE_S _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1sg,1,Me,S,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾES LE¸ SW̱,ȽIȾE_S _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1sg,1,Me,S,bite it,transitive,contr,KIQET,KIQET,,KIQES LE¸ SW̱,KIQE_S _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,past,LE¸,past,1sg,1,Me,S,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈES LE¸ SW̱,ȻENÁṈE_S _LE¸ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,past,LE¸,past,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ LE¸ SW̱ HÁLE,YÁ¸_ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,past,LE¸,past,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET LE¸ SW̱ HÁLE,ITET_ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,past,LE¸,past,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET LE¸ SW̱ HÁLE,EMET_ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,past,LE¸,past,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET LE¸ SW̱ HÁLE,ȻONEṈET_ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,past,LE¸,past,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ LE¸ SW̱ HÁLE,ĆȺ_ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,past,LE¸,past,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL LE¸ SW̱ HÁLE,ĆÁNEL_ _LE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgint,2,you,past,LE¸,past,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ LE¸ SW̱,YÁ¸_ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,past,LE¸,past,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET LE¸ SW̱,ITET_ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,past,LE¸,past,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET LE¸ SW̱,EMET_ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,past,LE¸,past,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET LE¸ SW̱,ȻONEṈET_ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,past,LE¸,past,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ LE¸ SW̱,ĆȺ_ _LE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,past,LE¸,past,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL LE¸ SW̱,ĆÁNEL_ _LE¸ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ SW̱ HÁLE,SEJNOW̱__ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ SW̱ HÁLE,QENNEW̱__ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ SW̱ HÁLE,ȻENÁṈNEW̱__ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ SW̱ HÁLE,SEJNOW̱__ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ SW̱ HÁLE,QENNEW̱__ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ SW̱ HÁLE,ȻENÁṈNEW̱__ SW̱ HÁLE,verb_object_tense
SW̱,2sgtran,2,You,present,-,prs,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ SW̱,SEJNOW̱__ SW̱,verb_object_tense
SW̱,2sgtran,2,You,present,-,prs,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ SW̱,QENNEW̱__ SW̱,verb_object_tense
SW̱,2sgtran,2,You,present,-,prs,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ SW̱,ȻENÁṈNEW̱__ SW̱,verb_object_tense
SW̱,2sgtran,2,You,present,-,prs,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱ SW̱,SEJNOW̱__ SW̱,verb_object_tense
SW̱,2sgtran,2,You,present,-,prs,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱ SW̱,QENNEW̱__ SW̱,verb_object_tense
SW̱,2sgtran,2,You,present,-,prs,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱ SW̱,ȻENÁṈNEW̱__ SW̱,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SW̱ HÁLE,W̱EĆET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SW̱ HÁLE,ŚÁMET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET SW̱ HÁLE,QENET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SW̱ HÁLE,ȽIȾET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET SW̱ HÁLE,KIQET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SW̱ HÁLE,ȻENÁṈET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SW̱ HÁLE,W̱EĆET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SW̱ HÁLE,ŚÁMET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET SW̱ HÁLE,QENET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SW̱ HÁLE,ȽIȾET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET SW̱ HÁLE,KIQET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SW̱ HÁLE,ȻENÁṈET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SW̱,W̱EĆET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SW̱,ŚÁMET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET SW̱,QENET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SW̱,ȽIȾET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET SW̱,KIQET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SW̱,ȻENÁṈET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SW̱,W̱EĆET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SW̱,ŚÁMET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET SW̱,QENET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SW̱,ȽIȾET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET SW̱,KIQET__ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SW̱,ȻENÁṈET__ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1plNC,1,Us,OL¸W̱,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOL¸W̱ SW̱ HÁLE,SEJN_OL¸W̱_ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1plNC,1,Us,OL¸W̱,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOL¸W̱ SW̱ HÁLE,QENN_OL¸W̱_ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1plNC,1,Us,OL¸W̱,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOL¸W̱ SW̱ HÁLE,ȻENÁṈN_OL¸W̱_ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sgNC,1,Me,OṈES,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈES SW̱ HÁLE,SEJN_OṈES_ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sgNC,1,Me,OṈES,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈES SW̱ HÁLE,QENN_OṈES_ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sgNC,1,Me,OṈES,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈES SW̱ HÁLE,ȻENÁṈN_OṈES_ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1plNC,1,Us,OL¸W̱,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOL¸W̱ SW̱,SEJN_OL¸W̱_ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1plNC,1,Us,OL¸W̱,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOL¸W̱ SW̱,QENN_OL¸W̱_ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1plNC,1,Us,OL¸W̱,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOL¸W̱ SW̱,ȻENÁṈN_OL¸W̱_ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sgNC,1,Me,OṈES,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈES SW̱,SEJN_OṈES_ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sgNC,1,Me,OṈES,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈES SW̱,QENN_OṈES_ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sgNC,1,Me,OṈES,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈES SW̱,ȻENÁṈN_OṈES_ _SW̱,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1pl,1,us,OL¸W̱,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆETOL¸W̱ SW̱ HÁLE,W̱EĆET_OL¸W̱_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1pl,1,us,OL¸W̱,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMETOL¸W̱ SW̱ HÁLE,ŚÁMET_OL¸W̱_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1pl,1,us,OL¸W̱,look at it,transitive,contr,QENET,QENET,,QENETOL¸W̱ SW̱ HÁLE,QENET_OL¸W̱_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1pl,1,us,OL¸W̱,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾETOL¸W̱ SW̱ HÁLE,ȽIȾET_OL¸W̱_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1pl,1,us,OL¸W̱,bite it,transitive,contr,KIQET,KIQET,,KIQETOL¸W̱ SW̱ HÁLE,KIQET_OL¸W̱_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1pl,1,us,OL¸W̱,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈETOL¸W̱ SW̱ HÁLE,ȻENÁṈET_OL¸W̱_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sg,1,Me,S,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆES SW̱ HÁLE,W̱EĆE_S_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sg,1,Me,S,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMES SW̱ HÁLE,ŚÁME_S_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sg,1,Me,S,look at it,transitive,contr,QENET,QENET,,QENES SW̱ HÁLE,QENE_S_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sg,1,Me,S,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾES SW̱ HÁLE,ȽIȾE_S_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sg,1,Me,S,bite it,transitive,contr,KIQET,KIQET,,KIQES SW̱ HÁLE,KIQE_S_ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,present,-,prs,1sg,1,Me,S,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈES SW̱ HÁLE,ȻENÁṈE_S_ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1pl,1,us,OL¸W̱,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆETOL¸W̱ SW̱,W̱EĆET_OL¸W̱_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1pl,1,us,OL¸W̱,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMETOL¸W̱ SW̱,ŚÁMET_OL¸W̱_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1pl,1,us,OL¸W̱,look at it,transitive,contr,QENET,QENET,,QENETOL¸W̱ SW̱,QENET_OL¸W̱_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1pl,1,us,OL¸W̱,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾETOL¸W̱ SW̱,ȽIȾET_OL¸W̱_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1pl,1,us,OL¸W̱,bite it,transitive,contr,KIQET,KIQET,,KIQETOL¸W̱ SW̱,KIQET_OL¸W̱_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1pl,1,us,OL¸W̱,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈETOL¸W̱ SW̱,ȻENÁṈET_OL¸W̱_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sg,1,Me,S,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆES SW̱,W̱EĆE_S_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sg,1,Me,S,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMES SW̱,ŚÁME_S_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sg,1,Me,S,look at it,transitive,contr,QENET,QENET,,QENES SW̱,QENE_S_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sg,1,Me,S,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾES SW̱,ȽIȾE_S_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sg,1,Me,S,bite it,transitive,contr,KIQET,KIQET,,KIQES SW̱,KIQE_S_ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,present,-,prs,1sg,1,Me,S,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈES SW̱,ȻENÁṈE_S_ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,present,-,prs,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ SW̱ HÁLE,YÁ¸__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,present,-,prs,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET SW̱ HÁLE,ITET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,present,-,prs,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET SW̱ HÁLE,EMET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,present,-,prs,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET SW̱ HÁLE,ȻONEṈET__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,present,-,prs,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ SW̱ HÁLE,ĆȺ__ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,present,-,prs,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL SW̱ HÁLE,ĆÁNEL__ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgint,2,you,present,-,prs,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ SW̱,YÁ¸__ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,present,-,prs,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET SW̱,ITET__ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,present,-,prs,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET SW̱,EMET__ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,present,-,prs,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET SW̱,ȻONEṈET__ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,present,-,prs,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ SW̱,ĆȺ__ _SW̱,verb_object_tense_subject
